book_id,authors,title,genre_id,description,price,price_tag,publisher,average_rating,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,modified_date,deleted_date,status
126,Frank Herbert,Dune (Dune Chronicles #1),kn,Nah,57000,60000,,4,525976,13354,22778,74206,154771,260867,https://images.gr-assets.com/books/1434908555m/234225.jpg,12/16/2021 19:29,NULL,1
127,Malcolm Gladwell,The Tipping Point: How Little Things Can Make a Big Difference,kd,Nah,66420,82000,,4,499066,15111,25871,106453,189120,162511,https://images.gr-assets.com/books/1473396980m/2612.jpg,12/16/2021 19:29,NULL,1
128,Walter Isaacson,Steve Jobs,kd,Nah,54000,60000,,4,579256,19680,21986,88456,203975,245159,https://images.gr-assets.com/books/1327861368m/11084145.jpg,12/16/2021 19:29,NULL,1
129,Ken Kesey,One Flew Over the Cuckoo's Nest,vh,Nah,90250,95000,,4,514458,5672,15978,78714,191622,222472,https://images.gr-assets.com/books/1485308778m/332613.jpg,12/16/2021 19:29,NULL,1
130,Ernest Hemingway,The Old Man and the Sea,tn,Nah,52080,56000,,4,574328,28645,52583,136217,186747,170136,https://images.gr-assets.com/books/1329189714m/2165.jpg,12/16/2021 19:29,NULL,1
131,John Steinbeck,The Grapes of Wrath,xh,Nah,29880,36000,,4,553352,23552,40261,103475,173589,212475,https://images.gr-assets.com/books/1352912927m/4395.jpg,12/16/2021 19:29,NULL,1
132,Mitch Albom,The Five People You Meet in Heaven,tn,Nah,46640,53000,,4,474699,12360,33669,107800,155830,165040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
133,L.M. Montgomery,"Anne of Green Gables (Anne of Green Gables, #1)",kd,Nah,45360,56000,,4,533352,8864,19531,80256,158725,265976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
134,Cassandra Clare,"City of Glass (The Mortal Instruments, #3)",kd,Nah,87400,92000,,4,630560,6646,17351,79202,179290,348071,https://images.gr-assets.com/books/1369452339m/3777732.jpg,12/16/2021 19:29,NULL,1
135,George R.R. Martin,"A Storm of Swords (A Song of Ice and Fire, #3)",kn,Nah,44720,52000,,5,527644,1456,4820,36418,149268,335682,https://images.gr-assets.com/books/1497931121m/62291.jpg,12/16/2021 19:29,NULL,1
136,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,tn,Nah,77760,96000,,4,470508,15795,35314,120396,158451,140552,https://images.gr-assets.com/books/1408313524m/137791.jpg,12/16/2021 19:29,NULL,1
137,Diana Gabaldon,"Outlander (Outlander, #1)",kn,Nah,69700,82000,,4,578842,20998,27673,73126,147085,309960,https://images.gr-assets.com/books/1402600310m/10964.jpg,12/16/2021 19:29,NULL,1
138,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",The Scarlet Letter,kn,Nah,78200,92000,,3,559246,34813,80444,182701,165079,96209,https://images.gr-assets.com/books/1404810944m/12296.jpg,12/16/2021 19:29,NULL,1
139,Ransom Riggs,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",tn,Nah,43710,47000,,4,672222,14920,45434,159227,234792,217849,https://images.gr-assets.com/books/1472782916m/9460487.jpg,12/16/2021 19:29,NULL,1
140,"Stieg Larsson, Reg Keeland","The Girl Who Kicked the Hornet's Nest (Millennium, #3)",xh,Nah,57270,69000,,4,526791,3823,14773,78387,203297,226511,https://images.gr-assets.com/books/1327708260m/6892870.jpg,12/16/2021 19:29,NULL,1
141,Andy Weir,The Martian,xh,Nah,30960,36000,,4,529702,4114,10856,49200,173861,291671,https://images.gr-assets.com/books/1413706054m/18007564.jpg,12/16/2021 19:29,NULL,1
142,Ken Follett,"The Pillars of the Earth (The Kingsbridge Series, #1)",tn,Nah,69660,81000,,4,495893,9248,16886,57825,148052,263882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
143,Anthony Doerr,All the Light We Cannot See,xh,Nah,54870,59000,,4,547827,6209,14527,61020,185239,280832,https://images.gr-assets.com/books/1451445646m/18143977.jpg,12/16/2021 19:29,NULL,1
144,Laura Hillenbrand,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",kn,Nah,72900,90000,,4,528553,10308,12874,47828,144204,313339,https://images.gr-assets.com/books/1327861115m/8664353.jpg,12/16/2021 19:29,NULL,1
145,Dan Brown,Deception Point,xh,Nah,32900,35000,,4,479733,14380,45006,143182,160819,116346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
146,Donna Tartt,The Goldfinch,tn,Nah,68040,84000,,4,463847,19164,35300,93459,153459,162465,https://images.gr-assets.com/books/1451554970m/17333223.jpg,12/16/2021 19:29,NULL,1
147,Jay Asher,Thirteen Reasons Why,kn,Nah,71440,76000,,4,571281,15246,35668,105414,179197,235756,https://images.gr-assets.com/books/1333822506m/1217100.jpg,12/16/2021 19:29,NULL,1
148,Tracy Chevalier,Girl with a Pearl Earring,xh,Nah,80190,99000,,4,492177,11525,28287,123463,189656,139246,https://images.gr-assets.com/books/1327197580m/2865.jpg,12/16/2021 19:29,NULL,1
149,Gayle Forman,"If I Stay (If I Stay, #1)",kd,Nah,90160,98000,,4,567087,12666,34896,122977,190793,205755,https://images.gr-assets.com/books/1347462970m/4374400.jpg,12/16/2021 19:29,NULL,1
150,Anita Diamant,The Red Tent,kd,Nah,82800,92000,,4,449217,9470,19616,67878,146178,206075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
151,Rick Riordan,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",gd,Nah,54400,68000,,4,550512,2967,13884,91127,188988,253546,https://images.gr-assets.com/books/1400602661m/28186.jpg,12/16/2021 19:29,NULL,1
152,Nicholas Sparks,Dear John,kn,Nah,27540,34000,,4,454781,9683,25220,94711,145202,179965,https://images.gr-assets.com/books/1397749854m/5526.jpg,12/16/2021 19:29,NULL,1
153,Cassandra Clare,"City of Ashes (The Mortal Instruments, #2)",tn,Nah,67860,78000,,4,586008,6135,20075,92626,192934,274238,https://images.gr-assets.com/books/1432730356m/1582996.jpg,12/16/2021 19:29,NULL,1
154,William Shakespeare,Macbeth,vh,Nah,46060,49000,,4,524826,10551,35408,127354,183871,167642,https://images.gr-assets.com/books/1459795224m/8852.jpg,12/16/2021 19:29,NULL,1
155,J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",vh,Nah,40500,50000,,4,532209,3013,10264,55433,156232,307267,https://images.gr-assets.com/books/1298415523m/15241.jpg,12/16/2021 19:29,NULL,1
156,Emily Giffin,"Something Borrowed (Darcy & Rachel, #1)",xh,Nah,68080,74000,,4,435189,16019,29297,104322,148507,137044,https://images.gr-assets.com/books/1305063535m/42156.jpg,12/16/2021 19:29,NULL,1
157,"Dr. Seuss, לאה נאור",Green Eggs and Ham,xh,Nah,45000,50000,,4,461041,6605,14530,66873,121751,251282,https://images.gr-assets.com/books/1468680100m/23772.jpg,12/16/2021 19:29,NULL,1
158,"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",gd,Nah,55200,69000,,4,494747,6236,17193,94240,178216,198862,https://images.gr-assets.com/books/1309211401m/6310.jpg,12/16/2021 19:29,NULL,1
159,Rick Riordan,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",tn,Nah,79680,96000,,4,537708,2435,8093,62108,172289,292783,https://images.gr-assets.com/books/1443142158m/2120932.jpg,12/16/2021 19:29,NULL,1
160,Charles Dickens,Great Expectations,kn,Nah,25920,32000,,4,507187,22811,44293,120385,170702,148996,https://images.gr-assets.com/books/1327920219m/2623.jpg,12/16/2021 19:29,NULL,1
161,J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",tn,Nah,48950,55000,,5,510537,2691,8008,42693,132149,324996,https://images.gr-assets.com/books/1389977161m/18512.jpg,12/16/2021 19:29,NULL,1
162,"Albert Camus, Matthew    Ward",The Stranger,kn,Nah,71100,79000,,4,483623,10563,28920,100140,174957,169043,https://images.gr-assets.com/books/1349927872m/49552.jpg,12/16/2021 19:29,NULL,1
163,Rick Riordan,"The Lost Hero (The Heroes of Olympus, #1)",kd,Nah,54000,60000,,4,489495,5020,11267,58590,148498,266120,https://images.gr-assets.com/books/1464201003m/7736182.jpg,12/16/2021 19:29,NULL,1
164,Rainbow Rowell,Eleanor & Park,gd,Nah,27720,33000,,4,579753,12904,26371,94470,196224,249784,https://images.gr-assets.com/books/1341952742m/15745753.jpg,12/16/2021 19:29,NULL,1
165,George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",kn,Nah,82450,97000,,4,481130,3170,18574,94401,175973,189012,https://images.gr-assets.com/books/1429538615m/13497.jpg,12/16/2021 19:29,NULL,1
166,Ally Condie,"Matched (Matched, #1)",kn,Nah,69560,74000,,4,530680,24343,53804,138030,165412,149091,https://images.gr-assets.com/books/1367706191m/7735333.jpg,12/16/2021 19:29,NULL,1
167,Neil Gaiman,"American Gods (American Gods, #1)",kn,Nah,45390,51000,,4,518343,9888,24944,83253,178346,221912,https://images.gr-assets.com/books/1258417001m/4407.jpg,12/16/2021 19:29,NULL,1
168,"Stephen King, Bernie Wrightson",The Stand,gd,Nah,62250,75000,,4,469953,5647,13612,56722,134098,259874,https://images.gr-assets.com/books/1213131305m/149267.jpg,12/16/2021 19:29,NULL,1
169,Nicholas Sparks,The Last Song,kd,Nah,42840,51000,,4,438429,7253,17803,77712,140241,195420,https://images.gr-assets.com/books/1286549186m/6400090.jpg,12/16/2021 19:29,NULL,1
170,Dan Brown,Digital Fortress,gd,Nah,63700,70000,,4,447503,16592,47507,136196,144029,103179,https://images.gr-assets.com/books/1360095966m/11125.jpg,12/16/2021 19:29,NULL,1
171,"Jane Austen, Fiona Stafford",Emma,kn,Nah,87300,97000,,4,497949,11386,25777,102144,178238,180404,https://images.gr-assets.com/books/1373627931m/6969.jpg,12/16/2021 19:29,NULL,1
172,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,xh,Nah,28900,34000,,4,472796,11738,26945,88365,158179,187569,https://images.gr-assets.com/books/1352422904m/15823480.jpg,12/16/2021 19:29,NULL,1
173,Anthony Burgess,A Clockwork Orange,gd,Nah,54560,62000,,4,454391,14741,24244,84863,163488,167055,https://images.gr-assets.com/books/1348339306m/227463.jpg,12/16/2021 19:29,NULL,1
174,William Paul Young,The Shack,vh,Nah,33120,36000,,4,438292,35734,42977,84751,111923,162907,https://images.gr-assets.com/books/1344270232m/1812457.jpg,12/16/2021 19:29,NULL,1
175,Rick Riordan,"The Last Olympian (Percy Jackson and the Olympians, #5)",kd,Nah,28700,35000,,5,499510,2098,6501,45208,133168,312535,https://images.gr-assets.com/books/1327924597m/4502507.jpg,12/16/2021 19:29,NULL,1
176,Stephen King,It,kd,Nah,34200,38000,,4,479381,8464,19610,75841,148672,226794,https://images.gr-assets.com/books/1309376909m/18342.jpg,12/16/2021 19:29,NULL,1
177,"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,kd,Nah,50400,56000,,4,444675,9477,20078,64050,137104,213966,https://images.gr-assets.com/books/1382846449m/7144.jpg,12/16/2021 19:29,NULL,1
178,Sylvia Plath,The Bell Jar,tn,Nah,54400,64000,,4,442157,8266,23983,92408,162216,155284,https://images.gr-assets.com/books/1473890514m/6514.jpg,12/16/2021 19:29,NULL,1
179,Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",kd,Nah,51150,55000,,4,419746,7657,18327,73550,155775,164437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
180,"Hermann Hesse, Hilda Rosner",Siddhartha,tn,Nah,43160,52000,,4,418653,10229,25529,83698,138837,160360,https://images.gr-assets.com/books/1428715580m/52036.jpg,12/16/2021 19:29,NULL,1
181,Truman Capote,In Cold Blood,kd,Nah,58290,67000,,4,401839,10639,17836,70857,144616,157891,https://images.gr-assets.com/books/1424931136m/168642.jpg,12/16/2021 19:29,NULL,1
182,"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",kd,Nah,72800,80000,,4,458518,19917,43525,113352,132492,149232,https://images.gr-assets.com/books/1327873282m/6304335.jpg,12/16/2021 19:29,NULL,1
183,Cassandra Clare,"Clockwork Angel (The Infernal Devices, #1)",kn,Nah,80190,99000,,4,515759,8364,15544,61409,140928,289514,https://images.gr-assets.com/books/1454962884m/7171637.jpg,12/16/2021 19:29,NULL,1
184,"Roald Dahl, Quentin Blake",Matilda,tn,Nah,71400,84000,,4,463491,4277,10823,64536,152003,231852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
185,Erin Morgenstern,The Night Circus,kd,Nah,81700,95000,,4,474826,11349,28650,84254,159596,190977,https://images.gr-assets.com/books/1387124618m/9361589.jpg,12/16/2021 19:29,NULL,1
186,Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",gd,Nah,45100,55000,,4,399223,5311,16716,78620,153807,144769,https://images.gr-assets.com/books/1355932638m/37470.jpg,12/16/2021 19:29,NULL,1
187,Scott Westerfeld,"Uglies (Uglies, #1)",gd,Nah,26100,30000,,4,464589,15531,34808,106086,151540,156624,https://images.gr-assets.com/books/1443904172m/24770.jpg,12/16/2021 19:29,NULL,1
188,George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",vh,Nah,89300,95000,,4,424618,2399,10150,53744,147136,211189,https://images.gr-assets.com/books/1327885335m/10664113.jpg,12/16/2021 19:29,NULL,1
189,J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",xh,Nah,61420,74000,,4,436346,4807,9577,37552,106818,277592,https://images.gr-assets.com/books/1411114164m/33.jpg,12/16/2021 19:29,NULL,1
190,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,tn,Nah,46740,57000,,4,420903,8344,22137,85489,165482,139451,https://images.gr-assets.com/books/1453189881m/12262741.jpg,12/16/2021 19:29,NULL,1
191,"Alan Moore, Dave Gibbons, John Higgins",Watchmen,xh,Nah,26880,32000,,4,409323,6349,11732,44847,116877,229518,https://images.gr-assets.com/books/1442239711m/472331.jpg,12/16/2021 19:29,NULL,1
192,Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",gd,Nah,92120,98000,,5,449372,5605,8582,28480,95470,311235,https://images.gr-assets.com/books/1472068073m/186074.jpg,12/16/2021 19:29,NULL,1
193,Malcolm Gladwell,Outliers: The Story of Success,xh,Nah,77430,87000,,4,369126,4494,12545,62510,148978,140599,https://images.gr-assets.com/books/1344266315m/3228917.jpg,12/16/2021 19:29,NULL,1
194,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",xh,Nah,33200,40000,,3,397963,35983,52601,103625,102432,103322,https://images.gr-assets.com/books/1327940656m/153747.jpg,12/16/2021 19:29,NULL,1
195,"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,vh,Nah,41500,50000,,4,423672,7190,17250,68942,155107,175183,https://images.gr-assets.com/books/1351979318m/2728527.jpg,12/16/2021 19:29,NULL,1
196,Chuck Palahniuk,Fight Club,kn,Nah,27000,30000,,4,388654,4578,12632,58110,139554,173780,https://images.gr-assets.com/books/1357128997m/5759.jpg,12/16/2021 19:29,NULL,1
197,Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",xh,Nah,37800,42000,,4,444824,11330,25781,96290,148326,163097,https://images.gr-assets.com/books/1468560853m/301082.jpg,12/16/2021 19:29,NULL,1
198,Alice Walker,The Color Purple,gd,Nah,74620,91000,,4,400965,6298,14477,62380,140835,176975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
199,John Grogan,Marley and Me: Life and Love With the World's Worst Dog,xh,Nah,80840,86000,,4,379348,5485,14940,68532,131536,158855,https://images.gr-assets.com/books/1308858322m/12691.jpg,12/16/2021 19:29,NULL,1
200,Agatha Christie,And Then There Were None,kd,Nah,48800,61000,,4,456680,6134,12476,66243,156306,215521,https://images.gr-assets.com/books/1391120695m/16299.jpg,12/16/2021 19:29,NULL,1
201,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",kn,Nah,77440,88000,,4,404982,11293,40545,120122,136545,96477,https://images.gr-assets.com/books/1358274396m/6411961.jpg,12/16/2021 19:29,NULL,1
202,Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",kd,Nah,77430,87000,,4,461802,19338,33543,82544,120204,206173,https://images.gr-assets.com/books/1358261334m/6339664.jpg,12/16/2021 19:29,NULL,1
203,Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",gd,Nah,57960,69000,,4,442696,17185,23298,61993,115123,225097,https://images.gr-assets.com/books/1358259032m/11505797.jpg,12/16/2021 19:29,NULL,1
204,Charles Dickens,A Christmas Carol,xh,Nah,50730,57000,,4,441396,6737,21415,93906,153823,165515,https://images.gr-assets.com/books/1406512317m/5326.jpg,12/16/2021 19:29,NULL,1
205,Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",kn,Nah,39840,48000,,4,393941,7519,22377,84804,137659,141582,https://images.gr-assets.com/books/1380631642m/43763.jpg,12/16/2021 19:29,NULL,1
206,Kiera Cass,"The Selection (The Selection, #1)",xh,Nah,33600,40000,,4,539091,13841,25349,83692,158716,257493,https://images.gr-assets.com/books/1322103400m/10507293.jpg,12/16/2021 19:29,NULL,1
207,Janet Evanovich,"One for the Money (Stephanie Plum, #1)",kn,Nah,88270,97000,,4,403315,9176,19657,80319,133454,160709,https://images.gr-assets.com/books/1316730230m/6853.jpg,12/16/2021 19:29,NULL,1
208,Rebecca Skloot,The Immortal Life of Henrietta Lacks,tn,Nah,52440,57000,,4,404440,10782,18237,70339,151226,153856,https://images.gr-assets.com/books/1327878144m/6493208.jpg,12/16/2021 19:29,NULL,1
209,Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",kd,Nah,29120,32000,,4,366112,10268,12845,55427,123652,163920,https://images.gr-assets.com/books/1390426249m/23807.jpg,12/16/2021 19:29,NULL,1
210,Richelle Mead,"Vampire Academy (Vampire Academy, #1)",kn,Nah,82170,99000,,4,455151,12535,22043,73357,129382,217834,https://images.gr-assets.com/books/1361098973m/345627.jpg,12/16/2021 19:29,NULL,1
211,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,xh,Nah,72090,89000,,4,360338,6804,20128,85934,139947,107525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
212,Ian McEwan,Atonement,vh,Nah,44100,49000,,4,365658,11473,25462,77135,134788,116800,https://images.gr-assets.com/books/1320449708m/6867.jpg,12/16/2021 19:29,NULL,1
213,"Franz Kafka, Stanley Corngold",The Metamorphosis,tn,Nah,82650,87000,,4,414533,15430,33226,98774,146297,120806,https://images.gr-assets.com/books/1359061917m/485894.jpg,12/16/2021 19:29,NULL,1
214,Rick Riordan,"The Titan's Curse (Percy Jackson and the Olympians, #3)",gd,Nah,47500,50000,,4,486262,1863,7934,65220,162371,248874,https://images.gr-assets.com/books/1361038385m/561456.jpg,12/16/2021 19:29,NULL,1
215,Ernest Cline,Ready Player One,xh,Nah,78400,98000,,4,421819,5150,12928,48285,134107,221349,https://images.gr-assets.com/books/1500930947m/9969571.jpg,12/16/2021 19:29,NULL,1
216,Garth Stein,The Art of Racing in the Rain,gd,Nah,82170,99000,,4,354319,4808,13901,53780,118166,163664,https://images.gr-assets.com/books/1377206302m/3153910.jpg,12/16/2021 19:29,NULL,1
217,"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",vh,Nah,32550,35000,,4,350607,6687,18709,69012,135360,120839,https://images.gr-assets.com/books/1312066724m/21996.jpg,12/16/2021 19:29,NULL,1
218,Sylvia Day,"Bared to You (Crossfire, #1)",kn,Nah,51300,57000,,4,386136,9867,18983,55554,104657,197075,https://images.gr-assets.com/books/1477803272m/13572249.jpg,12/16/2021 19:29,NULL,1
219,"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",gd,Nah,72900,81000,,4,401676,3772,12192,59975,133056,192681,https://images.gr-assets.com/books/1449868701m/11127.jpg,12/16/2021 19:29,NULL,1
220,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,kn,Nah,55680,64000,,4,291899,6862,11019,48008,67939,158071,https://images.gr-assets.com/books/1352539022m/3609760.jpg,12/16/2021 19:29,NULL,1
221,Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",kn,Nah,40420,47000,,4,321298,7819,16453,57341,98786,140899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
222,Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",xh,Nah,75650,85000,,4,336212,10266,17695,65161,118463,124627,https://images.gr-assets.com/books/1335860740m/7869.jpg,12/16/2021 19:29,NULL,1
223,Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",kn,Nah,40500,45000,,4,399165,14473,30894,94950,129607,129241,https://images.gr-assets.com/books/1327945104m/249747.jpg,12/16/2021 19:29,NULL,1
224,Lauren Kate,"Fallen (Fallen, #1)",xh,Nah,67860,78000,,4,408108,23594,41578,94145,107149,141642,https://images.gr-assets.com/books/1440619649m/6487308.jpg,12/16/2021 19:29,NULL,1
